,season,player,true,true_rank,pred,pred_rank
48,2012,Andrew Bynum,0.0,13.0,0.0026471895152585523,19.0
49,1983,Andrew Toney,0.0,17.0,-0.06219515466164138,24.0
50,1984,Andrew Toney,0.0,13.0,-0.06786045975116503,24.0
51,1995,Anfernee Hardaway,0.022,10.0,0.07382434034903776,12.0
52,1996,Anfernee Hardaway,0.319,3.0,0.19100377987543005,7.0
53,1997,Anfernee Hardaway,0.0,11.0,0.028277065347864005,18.0
54,1998,Anfernee Hardaway,0.0,15.0,0.09437022213678808,13.0
55,2005,Antawn Jamison,0.0,14.0,0.038611106452712485,15.0
56,2008,Antawn Jamison,0.001,10.0,-0.031258857612211755,21.0
57,2014,Anthony Davis,0.0,14.0,0.05149062933140294,15.0
58,2016,Anthony Davis,0.0,10.0,0.05135965970425266,12.0
59,2017,Anthony Davis,0.002,8.0,0.2504415519437157,4.0
60,2018,Anthony Davis,0.441,3.0,0.24101666455453,4.0
61,2019,Anthony Davis,0.0,12.0,0.1251878501183184,11.0
62,,,,,,
63,2001,Anthony Mason,0.001,11.0,0.003714342824938488,19.0
64,1998,Antoine Walker,0.005,11.0,0.10240529067791962,12.0
65,2002,Antoine Walker,0.0,13.0,0.003576491913398372,18.0
66,2003,Antoine Walker,0.0,11.0,0.04576913036154964,16.0
67,2001,Antonio Davis,0.0,12.0,0.07451153700711763,12.0
68,2001,Antonio McDyess,0.0,12.0,0.004726650705800917,18.0
69,1981,Artis Gilmore,0.006,15.0,0.19247255728059956,7.0
70,1982,Artis Gilmore,0.0,17.0,0.18455682592320308,8.0
71,1983,Artis Gilmore,0.044,8.0,0.16385677436098384,5.0
72,1986,Artis Gilmore,0.0,13.0,-0.11751503060619478,23.0
73,1994,B.J. Armstrong,0.0,10.0,0.06797736714857655,14.0
74,,,,,,
75,2002,Baron Davis,0.0,13.0,0.058259260314001804,13.0
76,2004,Baron Davis,0.003,9.0,0.10113919377308794,10.0
77,2019,Ben Simmons,0.0,12.0,0.15079920034646055,9.0
78,,,,,,
79,2003,Ben Wallace,0.028,8.0,0.043541985469672057,17.0
80,2004,Ben Wallace,0.02,7.0,0.04035355650902536,14.0
81,2005,Ben Wallace,0.0,14.0,0.037287739856823876,16.0
82,2006,Ben Wallace,0.0,11.0,-0.004794643739348736,21.0
83,1982,Bernard King,0.014,13.0,-0.04795760666171178,23.0
84,1984,Bernard King,0.491,2.0,0.18577882914489569,4.0
85,1985,Bernard King,0.09,7.0,0.1399234445962696,8.0
86,1991,Bernard King,0.006999999999999999,14.0,0.06294986724126825,12.0
87,1983,Bill Laimbeer,0.0,17.0,-0.019076193159116683,23.0
88,1984,Bill Laimbeer,0.012,11.0,0.025120977599647376,18.0
89,1985,Bill Laimbeer,0.0,16.0,-0.07068429326264108,22.0
90,1987,Bill Laimbeer,0.0,13.0,-0.04941727902721116,23.0
91,2011,Blake Griffin,0.004,10.0,0.04213314514531588,11.0
92,2012,Blake Griffin,0.0,13.0,0.11172290082801192,6.0
93,2013,Blake Griffin,0.0,12.0,0.09137077252277778,9.0
94,2014,Blake Griffin,0.34700000000000003,3.0,0.09164137888465704,12.0
95,2019,Blake Griffin,0.0,12.0,0.062019679812705675,14.0
96,1982,Bob Lanier,0.0,17.0,0.011858453482118753,19.0
97,1981,Bobby Jones,0.004,16.0,0.04979034080486239,17.0
98,1982,Bobby Jones,0.0,17.0,0.006309322647711835,20.0
99,1988,Brad Daugherty,0.0,13.0,-0.030519726723869572,22.0
100,1989,Brad Daugherty,0.005,9.0,-0.02881697920918158,24.0
101,1991,Brad Daugherty,0.0,16.0,0.05639854581517237,14.0
102,1992,Brad Daugherty,0.025,11.0,0.0832801609044273,11.0
103,1993,Brad Daugherty,0.001,9.0,-0.028382800888505477,23.0
104,2003,Brad Miller,0.0,11.0,-0.026487225822083793,22.0
105,2004,Brad Miller,0.0,12.0,-0.06753832105402285,24.0
106,2018,Bradley Beal,0.0,13.0,-0.05730774870142186,22.0
107,2019,Bradley Beal,0.0,12.0,-0.1156402742047058,26.0
108,,,,,,
109,2008,Brandon Roy,0.0,11.0,-0.02738904203364273,20.0
110,2009,Brandon Roy,0.006,9.0,0.05256448141700054,13.0
111,2013,Brook Lopez,0.0,12.0,0.06438205277347128,13.0
112,1982,Buck Williams,0.001,16.0,0.004757441212253272,21.0
113,1983,Buck Williams,0.053,7.0,0.0783947513187846,16.0
114,1986,Buck Williams,0.003,12.0,0.04306566421700367,13.0
115,1985,Calvin Natt,0.028,11.0,0.0633112328800218,11.0
116,2008,Carlos Boozer,0.001,10.0,0.12276646601169541,9.0
117,2007,Carmelo Anthony,0.001,11.0,-0.007097504015655509,22.0
118,2008,Carmelo Anthony,0.002,9.0,0.0032708753871977247,18.0
119,2010,Carmelo Anthony,0.053,5.0,0.06238552644705228,10.0
120,2011,Carmelo Anthony,0.0,12.0,-0.012810639012626523,19.0
121,2012,Carmelo Anthony,0.0,13.0,0.06099066144462165,12.0
122,2013,Carmelo Anthony,0.393,3.0,0.02511247206301581,17.0
123,2014,Carmelo Anthony,0.003,13.0,0.24433340383660732,5.0
124,2015,Carmelo Anthony,0.0,9.0,0.052423373668989415,11.0
125,2016,Carmelo Anthony,0.0,10.0,-0.012378966037997763,18.0
126,2017,Carmelo Anthony,0.0,10.0,-0.023815917815914522,19.0
127,2007,Caron Butler,0.0,12.0,0.04220514631892905,16.0
128,1987,Charles Barkley,0.145,6.0,0.1687623770466416,5.0
129,1988,Charles Barkley,0.136,4.0,0.30399325646493747,2.0
130,1989,Charles Barkley,0.111,5.0,0.24765039976369044,3.0
131,1990,Charles Barkley,0.667,2.0,0.12731247951747499,6.0
132,1991,Charles Barkley,0.231,4.0,0.19420178077165884,5.0
133,1992,Charles Barkley,0.019,12.0,0.2259123908273553,5.0
134,1993,Charles Barkley,0.852,1.0,0.3912672114031656,4.0
135,1995,Charles Barkley,0.091,6.0,0.015976495054729978,18.0
136,1996,Charles Barkley,0.006999999999999999,11.0,0.10405071571207908,9.0
137,1994,Charles Oakley,0.0,10.0,0.15388101707861085,6.0
138,2006,Chauncey Billups,0.344,5.0,0.04430874513256264,15.0
139,2007,Chauncey Billups,0.003,9.0,0.0910771366916528,10.0
140,2008,Chauncey Billups,0.0,11.0,0.17314957160069316,6.0
141,2009,Chauncey Billups,0.027000000000000003,6.0,-0.05821668922816897,22.0
142,2010,Chauncey Billups,0.001,10.0,0.007191980376495044,17.0
143,2006,Chris Bosh,0.0,11.0,0.004025597958454308,18.0
144,2007,Chris Bosh,0.033,6.0,-0.04206262880712214,23.0
145,2008,Chris Bosh,0.0,11.0,0.025523449772641482,14.0
146,2010,Chris Bosh,0.001,10.0,0.0068060308441518225,18.0
147,2011,Chris Bosh,0.0,12.0,-0.02800556036066737,22.0
148,2012,Chris Bosh,0.0,13.0,-0.04011609054982346,23.0
149,2013,Chris Bosh,0.0,12.0,-0.12894937822881042,24.0
150,2014,Chris Bosh,0.0,14.0,-0.09121114512251602,24.0
151,2015,Chris Bosh,0.0,9.0,-0.04760322686470131,24.0
152,1997,Chris Gatling,0.0,11.0,0.06018326106959826,16.0
153,2010,Chris Kaman,0.0,11.0,0.05155576019983446,12.0
154,1989,Chris Mullin,0.004,10.0,0.09615581446366095,8.0
155,1990,Chris Mullin,0.0,12.0,0.0659321223920262,12.0
156,1991,Chris Mullin,0.0,16.0,0.0316041367171028,17.0
157,1992,Chris Mullin,0.084,6.0,0.03780721387090247,14.0
158,2008,Chris Paul,0.71,2.0,0.12223969549000027,10.0
159,2009,Chris Paul,0.159,5.0,0.2720956001787132,3.0
160,2011,Chris Paul,0.002,11.0,0.12810843454565002,7.0
161,2012,Chris Paul,0.318,3.0,0.15071536560299315,5.0
162,2013,Chris Paul,0.239,4.0,0.16509533527905185,6.0
163,2014,Chris Paul,0.036000000000000004,7.0,0.17801353367423406,6.0
164,2015,Chris Paul,0.095,5.0,0.3017257928353833,3.0
165,2016,Chris Paul,0.08199999999999999,6.0,0.08650003215562169,9.0
166,,,,,,
167,1997,Chris Webber,0.0,11.0,0.17240052437413855,5.0
168,2000,Chris Webber,0.079,9.0,0.19578062677644545,6.0
169,2001,Chris Webber,0.42,3.0,0.21778834691878532,8.0
170,2002,Chris Webber,0.029,6.0,0.043204594927952866,14.0
171,1997,Christian Laettner,0.0,11.0,0.008596263482823163,21.0
172,1994,Clifford Robinson,0.0,10.0,-0.022797793740136685,22.0
173,1986,Clyde Drexler,0.0,13.0,0.014533787519259489,18.0
174,1988,Clyde Drexler,0.108,5.0,0.11884679651449066,7.0
175,1989,Clyde Drexler,0.0,12.0,0.0778254513714588,11.0
176,1990,Clyde Drexler,0.003,10.0,0.12049924118209979,9.0
177,1991,Clyde Drexler,0.078,6.0,0.02092318762261186,19.0
178,1992,Clyde Drexler,0.584,2.0,0.28995573957440246,4.0
179,1993,Clyde Drexler,0.001,9.0,0.08341377702202499,9.0
180,1994,Clyde Drexler,0.0,10.0,-0.023134531110715395,23.0
181,1996,Clyde Drexler,0.0,14.0,-0.016939757963865265,23.0
182,2019,D'Angelo Russell,0.0,12.0,0.02879246434760524,18.0
183,2000,Dale Davis,0.0,14.0,0.004411731005782377,17.0
184,1989,Dale Ellis,0.0,12.0,0.05430689284453319,16.0
185,2014,Damian Lillard,0.0,14.0,0.010883655295619632,19.0
186,2015,Damian Lillard,0.0,9.0,0.05542386620007908,10.0
187,2018,Damian Lillard,0.205,4.0,0.2030180975806088,5.0
188,2019,Damian Lillard,0.068,6.0,0.1476494416546052,10.0
189,1992,Dan Majerle,0.0,13.0,0.01146277438330015,19.0
190,1993,Dan Majerle,0.0,10.0,-0.009883174456042532,22.0
191,1995,Dan Majerle,0.0,11.0,-0.021459911130825127,23.0
192,1995,Dana Barros,0.0,11.0,0.1772203468294718,7.0
193,1988,Danny Ainge,0.0,13.0,0.050249545075487456,13.0
194,2009,Danny Granger,0.0,12.0,-0.014902992849701702,16.0
195,1993,Danny Manning,0.0,10.0,0.0377051064845923,18.0
196,1994,Danny Manning,0.0,10.0,0.044219565520767834,19.0
197,2010,David Lee,0.0,11.0,0.11560984007432032,7.0
198,2013,David Lee,0.001,11.0,0.15930826691625757,7.0
199,1990,David Robinson,0.111,5.0,0.3113160964232739,4.0
200,1991,David Robinson,0.496,3.0,0.3544980648271886,2.0
201,1992,David Robinson,0.35100000000000003,3.0,0.3139071416410069,2.0
202,1993,David Robinson,0.034,6.0,0.2579760605724088,5.0
203,1994,David Robinson,0.723,2.0,0.9577482017122363,1.0
204,1995,David Robinson,0.858,1.0,0.7331449009692247,1.0
205,1996,David Robinson,0.508,2.0,0.43192443555752347,2.0
206,1998,David Robinson,0.031,7.0,0.4146355892730328,3.0
207,2000,David Robinson,0.0,14.0,0.06127612418193143,12.0
208,2001,David Robinson,0.006,9.0,0.022278127304914103,17.0
209,1983,David Thompson,0.0,17.0,0.050639350054907606,18.0
210,2008,David West,0.0,11.0,0.07830145648932546,11.0
211,2009,David West,0.0,12.0,0.10739041481159944,10.0
212,2017,DeAndre Jordan,0.0,10.0,0.12423740519578025,7.0
213,2014,DeMar DeRozan,0.0,14.0,-0.020848405637722472,22.0
214,2016,DeMar DeRozan,0.0,10.0,-0.005813380916969368,17.0
215,2017,DeMar DeRozan,0.001,9.0,0.07342299578758205,11.0
216,2018,DeMar DeRozan,0.032,8.0,0.00748990960680973,14.0
217,2015,DeMarcus Cousins,0.0,9.0,0.15273586553465346,6.0
218,2016,DeMarcus Cousins,0.0,10.0,0.040718947219605006,15.0
219,2017,DeMarcus Cousins,0.0,10.0,0.1126061644722083,10.0
220,1981,Dennis Johnson,0.07200000000000001,8.0,-0.02819472691304431,22.0
221,1982,Dennis Johnson,0.001,16.0,-0.02703192560745693,22.0
222,1985,Dennis Johnson,0.0,16.0,0.019448276941713055,18.0
223,1990,Dennis Rodman,0.0,12.0,0.015578280480741169,19.0
224,1992,Dennis Rodman,0.027000000000000003,10.0,0.006256200713756488,21.0
225,2010,Deron Williams,0.006,8.0,-0.01830228153679231,21.0
226,2011,Deron Williams,0.0,12.0,0.009670251992719064,18.0
227,2012,Deron Williams,0.0,13.0,-0.024798302165474517,20.0
228,1994,Derrick Coleman,0.0,10.0,0.04634815990851479,18.0
229,2010,Derrick Rose,0.0,11.0,0.07826312020650675,8.0
230,2011,Derrick Rose,0.977,1.0,0.2480128559840922,5.0
231,2012,Derrick Rose,0.004,11.0,0.04254632445699613,14.0
232,1993,Detlef Schrempf,0.0,10.0,0.030974155540242937,19.0
233,1995,Detlef Schrempf,0.0,11.0,-0.007661213746420925,22.0
234,1997,Detlef Schrempf,0.0,11.0,-0.10441141945849025,24.0
235,,,,,,
236,2009,Devin Harris,0.0,12.0,-0.06383320958415195,23.0
237,1992,Dikembe Mutombo,0.0,13.0,-0.0057267666085401014,23.0
238,1995,Dikembe Mutombo,0.0,11.0,0.051289620388037,15.0
239,1996,Dikembe Mutombo,0.0,14.0,0.07558085118173036,15.0
240,1997,Dikembe Mutombo,0.003,9.0,0.08989181052676254,11.0
241,1998,Dikembe Mutombo,0.0,15.0,0.027052497376013646,19.0
242,2000,Dikembe Mutombo,0.0,14.0,-0.01428365278028304,20.0
243,2001,Dikembe Mutombo,0.0,12.0,-0.04143672330821596,21.0
244,2002,Dikembe Mutombo,0.0,13.0,-0.043263822166507815,22.0
245,2002,Dirk Nowitzki,0.025,7.0,0.018749567753847396,17.0
246,2003,Dirk Nowitzki,0.036000000000000004,7.0,0.23708464274794838,7.0
247,2004,Dirk Nowitzki,0.003,9.0,-0.052353868376510015,23.0
248,2005,Dirk Nowitzki,0.275,3.0,0.20666877216785826,3.0
249,2006,Dirk Nowitzki,0.435,3.0,0.352263422344511,2.0
250,2007,Dirk Nowitzki,0.882,1.0,0.42544378580055464,2.0
251,2008,Dirk Nowitzki,0.004,8.0,0.16217141256136866,7.0
252,2009,Dirk Nowitzki,0.002,10.0,0.10395518805188694,11.0
253,2010,Dirk Nowitzki,0.045,6.0,0.07511218061657085,9.0
254,2011,Dirk Nowitzki,0.093,6.0,0.04366328251339435,10.0
255,2012,Dirk Nowitzki,0.003,12.0,0.029076852368060596,16.0
256,2014,Dirk Nowitzki,0.006,12.0,0.02741857338031975,18.0
257,2015,Dirk Nowitzki,0.0,9.0,-0.025392088724320028,20.0
258,2019,Dirk Nowitzki,0.0,12.0,0.18788546753892554,5.0
259,1988,Doc Rivers,0.0,13.0,0.0513501805916228,12.0
260,,,,,,
261,1986,Dominique Wilkins,0.522,2.0,0.07067934710369175,10.0
262,1987,Dominique Wilkins,0.16399999999999998,5.0,0.04807523831426086,13.0
263,1988,Dominique Wilkins,0.069,6.0,0.08448231525476074,11.0
264,1989,Dominique Wilkins,0.0,12.0,0.01173010669304797,22.0
265,1990,Dominique Wilkins,0.0,12.0,0.04895449573725788,14.0
266,1991,Dominique Wilkins,0.03,8.0,-0.023964041518089257,22.0
267,1993,Dominique Wilkins,0.055,5.0,0.055577441673947875,13.0
268,1994,Dominique Wilkins,0.001,9.0,0.06037106961363331,16.0
269,,,,,,
270,2016,Draymond Green,0.038,7.0,-0.06169574658383925,21.0
271,2017,Draymond Green,0.0,10.0,0.035361208452674237,13.0
272,2018,Draymond Green,0.0,13.0,0.003759827255940318,15.0
273,2007,Dwight Howard,0.0,12.0,0.11679769882610419,8.0
274,2008,Dwight Howard,0.048,4.0,0.2158344636356403,3.0
275,2009,Dwight Howard,0.271,4.0,0.2546698097318467,4.0
276,2010,Dwight Howard,0.389,3.0,0.2975659009478867,4.0
277,2011,Dwight Howard,0.531,2.0,0.2922229926351506,3.0
278,2012,Dwight Howard,0.011,7.0,0.3563582004302834,3.0
279,2013,Dwight Howard,0.0,12.0,0.18689253719267257,4.0
280,2014,Dwight Howard,0.0,14.0,0.16766088078896554,8.0
281,2005,Dwyane Wade,0.034,8.0,-0.1009860346899693,24.0
282,2006,Dwyane Wade,0.07,6.0,0.11013166539008842,7.0
283,2007,Dwyane Wade,0.002,10.0,0.15963925077603178,7.0
284,2008,Dwyane Wade,0.0,11.0,-0.01511176935481795,19.0
285,2009,Dwyane Wade,0.562,3.0,0.343110004898426,2.0
286,2010,Dwyane Wade,0.097,4.0,0.3604458755128023,2.0
287,2011,Dwyane Wade,0.02,7.0,0.29090102740359647,4.0
288,2012,Dwyane Wade,0.005,10.0,0.07533963729615906,9.0
289,2013,Dwyane Wade,0.004,10.0,0.03645827858971332,15.0
290,2014,Dwyane Wade,0.0,14.0,0.03610633692227508,16.0
291,2016,Dwyane Wade,0.0,10.0,0.06252986592134765,11.0
292,2019,Dwyane Wade,0.0,12.0,0.0056446793756752545,21.0
293,1981,Eddie Johnson,0.0,17.0,-0.013071406800784613,21.0
294,1997,Eddie Jones,0.0,11.0,0.023643879136518636,19.0
295,1998,Eddie Jones,0.0,15.0,0.08330632636982149,15.0
296,2000,Eddie Jones,0.0,14.0,0.062326365222525076,11.0
297,2002,Elton Brand,0.001,12.0,0.0920210413104855,9.0
298,2006,Elton Brand,0.04,7.0,0.2989165595703849,4.0
299,1988,Fat Lever,0.033,9.0,0.02405606193498741,16.0
300,1990,Fat Lever,0.0,12.0,0.03423314321728918,16.0
301,1994,Gary Payton,0.02,6.0,-0.011498548872625525,20.0
302,1995,Gary Payton,0.032,9.0,0.07516896864427416,11.0
303,1996,Gary Payton,0.087,6.0,0.024766724071900698,19.0
304,1997,Gary Payton,0.091,6.0,0.13463911999196634,7.0
305,1998,Gary Payton,0.3720000000000001,3.0,0.1240783545572682,10.0
306,2000,Gary Payton,0.149,6.0,0.3241080436523789,5.0
307,2001,Gary Payton,0.0,12.0,0.09914758268511656,11.0
308,2002,Gary Payton,0.043,5.0,0.2122674627053925,5.0
309,2003,Gary Payton,0.0,11.0,0.017543445008211367,19.0
310,1981,George Gervin,0.12,5.0,0.15153354173068662,8.0
311,1982,George Gervin,0.159,6.0,0.2894827388229876,5.0
312,1983,George Gervin,0.04,9.0,0.08331275205396738,14.0
313,1984,George Gervin,0.0,13.0,0.06688272888514538,13.0
314,1985,George Gervin,0.0,16.0,0.06210086521796679,13.0
315,2010,Gerald Wallace,0.0,11.0,-0.1783799660066075,24.0
316,2017,Giannis Antetokounmpo,0.006999999999999999,7.0,0.03141263983054615,14.0
317,2018,Giannis Antetokounmpo,0.07400000000000001,6.0,0.11375539807366988,8.0
318,2019,Giannis Antetokounmpo,0.932,1.0,0.3786505939087285,2.0
319,,,,,,
320,2005,Gilbert Arenas,0.003,11.0,-0.01795519134050788,21.0
321,2006,Gilbert Arenas,0.0,11.0,-0.03425662964652798,23.0
322,2007,Gilbert Arenas,0.024,7.0,0.07946540787649842,11.0
323,1996,Glen Rice,0.0,14.0,-0.00039999324182704576,21.0
324,1997,Glen Rice,0.117,5.0,0.01895886304383651,20.0
325,1998,Glen Rice,0.006,10.0,-0.027264429303228477,21.0
326,2000,Glenn Robinson,0.0,14.0,-0.07691987304559833,23.0
327,2001,Glenn Robinson,0.0,12.0,-0.05673062323978589,23.0
328,2018,Goran Dragic,0.0,13.0,-0.0047553909491336865,17.0
329,2017,Gordon Hayward,0.0,10.0,0.007805166158086185,17.0
330,1995,Grant Hill,0.0,11.0,0.011167480281259912,20.0
331,1996,Grant Hill,0.056,9.0,0.08620422451667542,12.0
332,1997,Grant Hill,0.327,3.0,0.3805601846088089,3.0
333,1998,Grant Hill,0.02,9.0,0.16487915301856737,6.0
334,2000,Grant Hill,0.093,8.0,0.10349923611444584,9.0
335,2005,Grant Hill,0.0,14.0,-0.024182444341276255,22.0
336,1982,Gus Williams,0.16699999999999998,5.0,0.10124094089585847,10.0
337,1983,Gus Williams,0.004,14.0,0.1522654832607115,6.0
338,1985,Hakeem Olajuwon,0.015,12.0,0.05169903979988774,15.0
339,1986,Hakeem Olajuwon,0.247,4.0,0.03935553670702038,14.0
340,1987,Hakeem Olajuwon,0.036000000000000004,7.0,0.12676736037778913,6.0
341,1988,Hakeem Olajuwon,0.05,7.0,0.1986758252646287,6.0
342,1989,Hakeem Olajuwon,0.211,4.0,0.29541840417954424,2.0
343,1990,Hakeem Olajuwon,0.07,6.0,0.3745944098733567,3.0
344,1992,Hakeem Olajuwon,0.0,13.0,0.036712766530981294,15.0
345,1993,Hakeem Olajuwon,0.66,2.0,0.5489398358051492,2.0
346,1994,Hakeem Olajuwon,0.88,1.0,0.46482886118035427,2.0
347,1995,Hakeem Olajuwon,0.14,5.0,0.3568938966665578,3.0
348,1996,Hakeem Olajuwon,0.211,4.0,0.20514307439287774,5.0
349,1997,Hakeem Olajuwon,0.083,7.0,0.11525021569121008,8.0
350,1991,Hersey Hawkins,0.0,16.0,-0.013395734357185357,21.0
351,1994,Horace Grant,0.0,10.0,0.06712308578407591,15.0
352,2016,Isaiah Thomas,0.0,10.0,0.06340173217116135,10.0
353,2017,Isaiah Thomas,0.08,5.0,0.11864807662104192,8.0
354,1982,Isiah Thomas,0.004,15.0,0.03735382224521677,16.0
355,1983,Isiah Thomas,0.005,13.0,0.036947395181783166,20.0
356,1984,Isiah Thomas,0.151,5.0,0.04426757864708941,16.0
357,1985,Isiah Thomas,0.081,9.0,0.19248894711149572,4.0
358,1986,Isiah Thomas,0.036000000000000004,8.0,0.12212610434194357,9.0
359,1987,Isiah Thomas,0.022,8.0,0.052875706374173076,12.0
360,1988,Isiah Thomas,0.004,11.0,0.10290584688849674,8.0
361,1989,Isiah Thomas,0.001,11.0,0.08873005715564983,10.0
362,1990,Isiah Thomas,0.001,11.0,0.0591256409511029,13.0
363,1992,Isiah Thomas,0.0,13.0,0.02237449073341291,17.0
364,1993,Isiah Thomas,0.0,10.0,0.08038974588380973,10.0
365,1981,Jack Sikma,0.016,12.0,0.08868394792189499,13.0
366,1982,Jack Sikma,0.048,9.0,0.019848298614063314,18.0
367,1983,Jack Sikma,0.017,11.0,0.0022124480826362647,21.0
368,1984,Jack Sikma,0.0,13.0,0.08039521695960941,10.0
369,1985,Jack Sikma,0.004,14.0,-0.12773680157590717,24.0
370,2004,Jamaal Magloire,0.0,12.0,0.022529767051541805,18.0
371,1981,Jamaal Wilkes,0.028,10.0,-0.0011376352698421743,19.0
372,1983,Jamaal Wilkes,0.0,17.0,0.04008215330084594,19.0
373,2003,Jamal Mashburn,0.001,10.0,-0.028716463550590654,23.0
374,1988,James Donaldson,0.0,13.0,-0.021885634116643876,20.0
375,2013,James Harden,0.027000000000000003,8.0,0.18233425732318564,5.0
376,2014,James Harden,0.068,5.0,0.07507087169856685,14.0
377,2015,James Harden,0.72,2.0,0.35990862710286364,2.0
378,2016,James Harden,0.006999999999999999,8.0,0.23266844236850406,5.0
379,2017,James Harden,0.746,2.0,0.3887944029650503,2.0
380,2018,James Harden,0.955,1.0,0.47525774420912603,2.0
381,2019,James Harden,0.768,2.0,0.6892655260113438,1.0
382,,,,,,
383,1986,James Worthy,0.009000000000000001,10.0,0.12716474195396943,8.0
384,1987,James Worthy,0.0,13.0,0.0548004058062079,11.0
385,1988,James Worthy,0.0,13.0,0.011370585061697747,17.0
386,1989,James Worthy,0.0,12.0,0.030761584364520644,20.0
387,1990,James Worthy,0.0,12.0,-0.0063187714454844834,23.0
388,1991,James Worthy,0.0,16.0,0.04008554641885373,16.0
389,1992,James Worthy,0.0,13.0,0.09108559483704556,10.0
390,1996,Jason Kidd,0.0,14.0,0.09804300380473435,10.0
391,1998,Jason Kidd,0.004,12.0,0.1603499256617053,7.0
392,2000,Jason Kidd,0.021,11.0,0.15904710845665354,7.0
393,2001,Jason Kidd,0.015,7.0,0.12012259873514392,9.0
394,2002,Jason Kidd,0.7120000000000001,2.0,0.09511241211345806,8.0
395,2003,Jason Kidd,0.026,9.0,0.29694689502150995,6.0
396,2004,Jason Kidd,0.014,8.0,0.1677442202329292,6.0
397,2008,Jason Kidd,0.0,11.0,0.014453265574176699,16.0
398,2010,Jason Kidd,0.0,11.0,-0.027501477153689113,22.0
399,,,,,,
400,1998,Jayson Williams,0.0,15.0,-0.03397890830867378,22.0
401,1992,Jeff Hornacek,0.0,13.0,0.021092881646673917,18.0
402,1986,Jeff Malone,0.0,13.0,0.06689531708677801,11.0
403,1987,Jeff Malone,0.0,13.0,0.08857331044366826,8.0
404,1984,Jeff Ruland,0.05,9.0,-0.058326508976006525,23.0
405,2015,Jeff Teague,0.0,9.0,-0.025814788403681233,21.0
406,2002,Jermaine O'Neal,0.0,13.0,0.037229996970960966,16.0
407,2003,Jermaine O'Neal,0.0,11.0,0.030399057639149074,18.0
